     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
    0.000    0.235    0.443    0.443    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   81.433    5.360   43.830   85.241   90.601  137.054   51.419   32.349   39.734   46.851    0.003    0.075
    1.000    0.385    0.443    0.445    0.340    1.832   -0.009   -1.482    0.001   -0.434   -1.000    0.325   -1.407    5.413    0.442    0.056    0.373    0.442    0.385    0.273    0.176    0.310    0.000    0.943
    2.000    0.672    0.443    0.446    0.620    3.546   -0.038   -2.888    0.001   -0.866   -2.000    0.673   -2.715   10.725    0.785    0.112    0.740    0.785    0.672    0.447    0.307    0.540    0.000    0.892
    3.000    0.840    0.443    0.447    0.826    5.313   -0.085   -4.402    0.000   -1.287   -3.000    1.049   -4.128   16.468    1.015    0.173    1.137    1.015    0.840    0.492    0.383    0.675    0.000    0.836
    4.000    0.901    0.443    0.448    0.970    7.089   -0.151   -5.969    0.001   -1.715   -4.000    1.461   -5.568   22.531    1.141    0.238    1.557    1.141    0.901    0.422    0.411    0.724    0.000    0.785
    5.000    0.818    0.443    0.448    1.019    8.869   -0.235   -7.615    0.002   -2.127   -5.000    1.914   -7.067   28.923    1.129    0.308    2.001    1.129    0.818    0.200    0.373    0.657    0.001    0.728
    6.000    0.687    0.443    0.448    1.048   10.349   -0.337   -8.963    0.003   -2.554   -6.000    2.391   -8.289   34.483    1.062    0.373    2.391    1.062    0.687   -0.059    0.313    0.552    0.001    0.678
    7.000    0.353    0.443    0.447    0.945   12.040   -0.457  -10.638    0.010   -2.959   -7.000    2.933   -9.788   41.151    0.803    0.449    2.857    0.803    0.353   -0.541    0.161    0.284    0.004    0.620
    8.000   -0.054    0.443    0.447    0.791   13.838   -0.593  -12.454    0.004   -3.366   -8.000    3.498  -11.402   48.608    0.481    0.535    3.379    0.481   -0.054   -1.115   -0.025   -0.043    0.002    0.563
    9.000   -0.538    0.443    0.446    0.595   15.370   -0.745  -14.030    0.000   -3.785   -9.000    4.119  -12.792   55.288    0.076    0.617    3.851    0.076   -0.538   -1.755   -0.246   -0.433    0.000    0.513
   10.000   -1.164    0.443    0.445    0.317   16.873   -0.912  -15.645    0.009   -4.211  -10.000    4.823  -14.196   62.158   -0.468    0.704    4.340   -0.468   -1.164   -2.541   -0.534   -0.937    0.004    0.462
   11.000   -1.895    0.443    0.443   -0.042   18.388   -1.092  -17.338    0.003   -4.611  -11.000    5.591  -15.652   69.421   -1.113    0.798    4.857   -1.113   -1.895   -3.442   -0.871   -1.527    0.001    0.406
   12.000   -2.791    0.443    0.441   -0.507   19.953   -1.282  -19.178    0.006   -5.027  -12.000    6.460  -17.222   77.311   -1.914    0.902    5.422   -1.914   -2.791   -4.521   -1.286   -2.250    0.002    0.355
   13.000   -3.739    0.443    0.439   -1.004   21.507   -1.483  -21.028    0.001   -5.454  -13.000    7.255  -18.778   85.534   -2.763    1.015    6.015   -2.763   -3.739   -5.663   -1.727   -3.018    0.000    0.305
   14.000   -4.899    0.443    0.436   -1.650   22.913   -1.689  -22.874    0.006   -5.833  -14.000    7.857  -20.319   93.411   -3.826    1.128    6.588   -3.826   -4.899   -7.009   -2.270   -3.958    0.003    0.248
   15.000   -6.103    0.443    0.433   -2.320   24.312   -1.900  -24.732    0.008   -6.253  -15.000    8.387  -21.845  101.617   -4.928    1.251    7.189   -4.928   -6.103   -8.410   -2.837   -4.937    0.004    0.197
   16.000   -7.402    0.443    0.430   -3.050   25.642   -2.113  -26.578    0.017   -6.672  -16.000    9.061  -23.341  109.809   -6.123    1.381    7.796   -6.123   -7.402   -9.908   -3.454   -5.996    0.007    0.147
   17.000   -8.772    0.443    0.426   -3.832   26.818   -2.326  -28.323    0.022   -7.088  -17.000    9.729  -24.732  117.435   -7.394    1.510    8.368   -7.394   -8.772  -11.466   -4.110   -7.116    0.009    0.097
   18.000  -10.113    0.443    0.423   -4.605   27.915   -2.545  -29.974    0.000   -7.502  -18.000   10.267  -26.038  124.849   -8.637    1.642    8.931   -8.637  -10.113  -12.994   -4.757   -8.216    0.000    0.047
   19.000  -11.725    0.443    0.419   -5.572   29.061   -2.746  -31.887    0.001   -7.907  -19.000   10.931  -27.532  133.004  -10.142    1.793    9.555  -10.142  -11.725  -14.807   -5.541   -9.542    0.001   -0.003
   20.000  -13.569    0.443    0.413   -6.728   30.242   -2.933  -34.037    0.003   -8.303  -20.000   11.539  -29.193  141.880  -11.871    1.964   10.241  -11.871  -13.569  -16.866   -6.449  -11.064    0.001   -0.054
   10.856   -1.795    0.443    0.443    0.004   18.244   -1.065  -17.175    0.002   -4.550  -10.856    5.482  -15.517   68.712   -1.022    0.788    4.806   -1.022   -1.795   -3.324   -0.825   -1.446    0.001    0.413
