     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
    0.000    0.256    0.495    0.495    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   94.248    6.694   52.405   93.306  100.000  157.074   56.165   42.182   42.289   50.739    0.030   -0.397
    1.000    0.510    0.495    0.496    0.205    1.545   -0.001   -1.340   -0.092   -0.092   -1.000    0.000   -1.452    4.512    0.185   -0.324    0.000    0.185    0.510    0.185    0.232    0.410    0.154   -0.246
    2.000    1.067    0.495    0.497    0.426    3.235   -0.003   -2.805   -0.189   -0.189   -2.000    0.000   -3.013    9.667    0.366   -0.694    0.000    0.366    1.067    0.366    0.484    0.858    0.154   -0.262
    3.000    1.597    0.495    0.498    0.627    4.787   -0.006   -4.154   -0.290   -0.290   -3.000    0.000   -4.422   14.615    0.532   -1.049    0.000    0.532    1.597    0.532    0.724    1.284    0.154   -0.277
    4.000    2.138    0.495    0.499    0.826    6.344   -0.011   -5.507   -0.394   -0.394   -4.000    0.000   -5.810   19.786    0.688   -1.420    0.000    0.688    2.138    0.688    0.968    1.717    0.154   -0.292
    5.000    2.651    0.495    0.500    1.005    7.762   -0.016   -6.741   -0.504   -0.504   -5.000    0.000   -7.055   24.689    0.832   -1.771    0.000    0.832    2.651    0.832    1.198    2.128    0.154   -0.305
    6.000    3.213    0.495    0.501    1.200    9.327   -0.023   -8.104   -0.617   -0.617   -6.000    0.000   -8.406   30.315    0.969   -2.175    0.000    0.969    3.213    0.969    1.450    2.579    0.155   -0.320
    7.000    3.747    0.495    0.502    1.375   10.754   -0.030   -9.349   -0.735   -0.735   -7.000    0.000   -9.617   35.650    1.094   -2.558   -0.000    1.094    3.747    1.094    1.689    3.006    0.155   -0.333
    8.000    4.292    0.495    0.503    1.548   12.185   -0.038  -10.599   -0.858   -0.858   -8.000    0.000  -10.812   41.202    1.209   -2.956    0.000    1.209    4.292    1.209    1.931    3.441    0.155   -0.346
    9.000    4.849    0.495    0.504    1.719   13.620   -0.046  -11.854   -0.985   -0.985   -9.000    0.000  -11.991   46.982    1.315   -3.371    0.000    1.315    4.849    1.315    2.179    3.885    0.155   -0.360
   10.000    5.374    0.495    0.505    1.870   14.915   -0.055  -12.990   -1.116   -1.116  -10.000    0.000  -13.039   52.386    1.413   -3.759    0.000    1.413    5.374    1.413    2.411    4.303    0.155   -0.372
   11.000    5.954    0.495    0.505    2.038   16.359   -0.063  -14.258   -1.253   -1.253  -11.000    0.000  -14.189   58.624    1.498   -4.206   -0.000    1.498    5.954    1.498    2.668    4.765    0.155   -0.385
   12.000    6.502    0.495    0.506    2.185   17.663   -0.072  -15.406   -1.394   -1.394  -12.000    0.000  -15.211   64.456    1.577   -4.625    0.000    1.577    6.502    1.577    2.909    5.201    0.155   -0.397
   13.000    6.918    0.495    0.506    2.262   18.747   -0.078  -16.407   -1.526   -1.526  -13.000    0.000  -16.198   69.469    1.589   -4.984    0.000    1.589    6.918    1.589    3.092    5.532    0.058   -0.413
   14.000    6.763    0.495    0.506    2.077   18.892   -0.074  -16.740   -1.589   -1.589  -14.000    0.000  -16.992   70.226    1.384   -5.039    0.000    1.384    6.763    1.384    3.024    5.409    0.035   -0.445
   15.000    6.611    0.495    0.505    1.909   18.972   -0.074  -16.989   -1.647   -1.647  -15.000    0.000  -17.675   70.670    1.206   -5.070    0.000    1.206    6.611    1.206    2.957    5.288    0.106   -0.475
   16.000    6.531    0.495    0.504    1.774   19.166   -0.081  -17.312   -1.713   -1.713  -16.000    0.000  -18.385   71.651    1.054   -5.141    0.000    1.054    6.531    1.054    2.921    5.224    0.020   -0.501
   17.000    6.335    0.495    0.503    1.605   19.168   -0.086  -17.477   -1.747   -1.747  -17.000    0.000  -19.029   71.724    0.863   -5.146    0.000    0.863    6.335    0.863    2.835    5.068    0.200   -0.532
   18.000    6.224    0.495    0.503    1.468   19.265   -0.093  -17.704   -1.805   -1.805  -18.000    0.000  -19.664   72.245    0.718   -5.183    0.000    0.718    6.224    0.718    2.786    4.980    0.048   -0.557
   19.000    6.188    0.495    0.502    1.366   19.428   -0.099  -17.963   -1.865   -1.865  -19.000    0.000  -20.253   73.075    0.584   -5.277   -0.032    0.584    6.188    0.584    2.771    4.951    0.008   -0.580
   20.000    6.005    0.495    0.501    1.231   19.431   -0.104  -18.096   -1.888   -1.888  -20.000    0.000  -20.824   73.144    0.442   -5.248    0.000    0.442    6.005    0.442    2.690    4.806    0.189   -0.608
   21.000    5.939    0.495    0.501    1.128   19.546   -0.111  -18.308   -1.946   -1.946  -21.000    0.000  -21.379   73.743    0.334   -5.291    0.000    0.334    5.939    0.334    2.661    4.754    0.016   -0.629
   22.000    5.827    0.495    0.500    1.027   19.547   -0.116  -18.405   -1.978   -1.978  -22.000    0.000  -21.823   73.789    0.224   -5.294    0.000    0.224    5.827    0.224    2.611    4.664    0.204   -0.652
   23.000    5.748    0.495    0.500    0.924   19.569   -0.122  -18.523   -2.020   -2.020  -23.000    0.000  -22.295   73.935    0.091   -5.349   -0.042    0.091    5.748    0.091    2.577    4.601    0.162   -0.674
   24.000    5.656    0.495    0.499    0.841   19.685   -0.127  -18.718   -2.052   -2.052  -24.000    0.000  -22.824   74.537    0.005   -5.348   -0.000    0.005    5.656    0.005    2.536    4.528    0.190   -0.696
   25.000    5.580    0.495    0.499    0.755   19.708   -0.133  -18.820   -2.098   -2.098  -25.000    0.000  -23.234   74.684   -0.077   -5.358    0.000   -0.077    5.580   -0.077    2.503    4.468    0.147   -0.715
   26.000    5.504    0.495    0.499    0.670   19.763   -0.139  -18.954   -2.136   -2.136  -26.000    0.000  -23.697   74.990   -0.172   -5.380    0.000   -0.172    5.504   -0.172    2.469    4.407    0.060   -0.735
   27.000    5.477    0.495    0.498    0.605   19.778   -0.143  -19.030   -2.166   -2.166  -27.000    0.000  -24.044   75.086   -0.298   -5.475   -0.082   -0.298    5.477   -0.298    2.457    4.386    0.233   -0.754
   28.000    5.327    0.495    0.498    0.521   19.742   -0.148  -19.073   -2.188   -2.188  -28.000    0.000  -24.420   74.947   -0.337   -5.377    0.000   -0.337    5.327   -0.337    2.390    4.266    0.273   -0.774
   29.000    5.312    0.495    0.498    0.472   19.879   -0.153  -19.253   -2.229   -2.229  -29.000    0.000  -24.837   75.639   -0.404   -5.427    0.000   -0.404    5.312   -0.404    2.384    4.254    0.276   -0.791
   30.000    5.280    0.495    0.497    0.406   19.910   -0.159  -19.346   -2.265   -2.265  -30.000    0.000  -25.211   75.819   -0.513   -5.503   -0.059   -0.513    5.280   -0.513    2.370    4.229    0.225   -0.808
