     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
    0.000    0.250    0.358    0.358    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   78.314    5.102   29.728   74.189   79.292    0.000   40.070   27.379 Infinity Infinity    0.001    0.339
    1.000   -1.224    0.358    0.356   -0.603    0.445   -0.002   -1.046    0.864    0.194   -1.000    1.000   -1.017    1.196   -1.001   -0.640   -0.522      NaN   -0.363   -1.033      NaN      NaN    0.145   -0.417
    2.000   -2.435    0.358    0.354   -1.212    0.624   -0.008   -1.827    1.717    0.367   -2.000    2.000   -1.786    1.686   -2.008   -1.287   -1.096      NaN   -0.730   -2.055      NaN      NaN    0.028   -0.424
    3.000   -3.642    0.358    0.352   -1.827    0.914   -0.019   -2.723    2.561    0.533   -3.000    3.000   -2.661    2.490   -3.010   -1.921   -1.637      NaN   -1.110   -3.080      NaN      NaN    0.014   -0.438
    4.000   -4.850    0.358    0.349   -2.450    1.407   -0.034   -3.823    3.395    0.671   -4.000    4.000   -3.740    3.867   -4.001   -2.533   -2.121      NaN   -1.506   -4.115      NaN      NaN    0.003   -0.445
    5.000   -6.058    0.358    0.347   -3.087    1.766   -0.053   -4.800    4.222    0.813   -5.000    5.000   -4.702    4.894   -5.004   -3.147   -2.630      NaN   -1.917   -5.153      NaN      NaN    0.135   -0.460
    6.000   -7.262    0.358    0.345   -3.733    2.198   -0.076   -5.855    5.036    0.940   -6.000    6.000   -5.731    6.149   -6.003   -3.746   -3.110      NaN   -2.344   -6.193      NaN      NaN    0.144   -0.474
    7.000   -8.457    0.358    0.343   -4.385    2.602   -0.104   -6.883    5.840    1.028   -7.000    7.000   -6.730    7.342   -6.999   -4.339   -3.588      NaN   -2.780   -7.231      NaN      NaN    0.190   -0.481
    8.000   -9.608    0.358    0.340   -5.016    2.845   -0.138   -7.723    6.621    1.089   -8.000    8.000   -7.547    8.082   -7.966   -4.925   -4.088      NaN   -3.199   -8.228      NaN      NaN    0.011   -0.488
    9.000  -10.816    0.358    0.338   -5.703    3.361   -0.174   -8.891    7.406    1.181   -9.000    9.000   -8.671    9.650   -8.974   -5.493   -4.518      NaN   -3.683   -9.291      NaN      NaN    0.143   -0.502
   10.000  -12.002    0.358    0.335   -6.389    3.825   -0.214  -10.000    8.171    1.265  -10.000   10.000   -9.738   11.091   -9.968   -6.048   -4.945      NaN   -4.172  -10.340      NaN      NaN    0.147   -0.517
   11.000  -13.142    0.358    0.333   -7.053    4.059   -0.262  -10.850    8.916    1.274  -11.000   11.000  -10.566   11.848  -10.937   -6.603   -5.416      NaN   -4.640  -11.343      NaN      NaN    0.017   -0.524
   12.000  -14.341    0.358    0.330   -7.777    4.544   -0.311  -12.010    9.665    1.334  -12.000   12.000  -11.670   13.404  -11.950   -7.143   -5.820      NaN   -5.177  -12.416      NaN      NaN    0.160   -0.538
   13.000  -15.474    0.358    0.328   -8.462    4.762   -0.368  -12.856   10.390    1.375  -13.000   13.000  -12.481   14.142  -12.921   -7.682   -6.278      NaN   -5.674  -13.423      NaN      NaN    0.150   -0.552
   14.000  -16.619    0.358    0.325   -9.176    5.272   -0.430  -14.017   11.087    1.345  -14.000   14.000  -13.573   15.826  -13.888   -8.175   -6.631      NaN   -6.222  -14.458      NaN      NaN    0.040   -0.559
   15.000  -17.806    0.358    0.323   -9.939    5.731   -0.493  -15.177   11.791    1.375  -15.000   15.000  -14.671   17.385  -14.903   -8.675   -6.998      NaN   -6.819  -15.537      NaN      NaN    0.113   -0.574
   16.000  -18.954    0.358    0.320  -10.683    6.054   -0.559  -16.178   12.477    1.399  -16.000   16.000  -15.618   18.522  -15.893   -9.171   -7.389      NaN   -7.400  -16.581      NaN      NaN    0.149   -0.588
   17.000  -20.084    0.358    0.317  -11.438    6.527   -0.634  -17.331   13.125    1.400  -17.000   17.000  -16.676   20.182  -16.862   -9.623   -7.705      NaN   -8.010  -17.621      NaN      NaN    0.054   -0.602
   18.000  -21.308    0.358    0.314  -12.281    6.980   -0.703  -18.558   13.803    1.427  -18.000   18.000  -17.824   21.817  -17.924  -10.097   -8.043      NaN   -8.706  -18.755      NaN      NaN    0.251   -0.616
   19.000  -22.361    0.358    0.312  -13.000    7.271   -0.795  -19.477   14.408    1.307  -19.000   19.000  -18.661   22.910  -18.841  -10.527   -8.375      NaN   -9.292  -19.727      NaN      NaN    0.095   -0.624
   20.000  -23.524    0.358    0.309  -13.838    7.760   -0.882  -20.717   15.017    1.299  -20.000   20.000  -19.795   24.730  -19.854  -10.938   -8.643      NaN  -10.010  -20.820      NaN      NaN    0.074   -0.638
    0.000    0.000    0.358    0.358    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000      NaN    0.000    0.000      NaN      NaN    0.054   -0.410
