     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
   10.000    1.896    0.358    0.364    1.507    6.125   -0.049   -4.569   -0.775   -4.196  -10.000    0.000   -4.369   17.577    2.167    1.043    2.107      NaN    1.112    1.580      NaN      NaN    0.021   -0.452
   11.000    2.085    0.358    0.364    1.648    6.751   -0.059   -5.043   -0.866   -4.625  -11.000    0.000   -4.814   19.522    2.384    1.162    2.343      NaN    1.209    1.732      NaN      NaN    0.018   -0.460
   12.000    2.258    0.358    0.365    1.779    7.438   -0.070   -5.589   -0.953   -5.056  -12.000    0.000   -5.325   21.694    2.593    1.284    2.597      NaN    1.293    1.867      NaN      NaN    0.155   -0.467
   13.000    2.428    0.358    0.365    1.905    8.204   -0.081   -6.217   -1.045   -5.487  -13.000    0.000   -5.902   24.158    2.804    1.416    2.879      NaN    1.369    1.997      NaN      NaN    0.233   -0.474
   14.000    2.630    0.358    0.366    2.050    8.833   -0.094   -6.689   -1.151   -5.949  -14.000    0.000   -6.338   26.212    3.036    1.550    3.137      NaN    1.463    2.158      NaN      NaN    0.014   -0.481
   15.000    2.806    0.358    0.366    2.178    9.407   -0.107   -7.122   -1.242   -6.396  -15.000    0.000   -6.730   28.111    3.240    1.669    3.371      NaN    1.545    2.297      NaN      NaN    0.190   -0.481
   16.000    3.013    0.358    0.367    2.324    9.930   -0.122   -7.484   -1.348   -6.840  -16.000    0.000   -7.048   29.860    3.468    1.795    3.601      NaN    1.643    2.465      NaN      NaN    0.119   -0.488
   17.000    3.206    0.358    0.367    2.460   10.558   -0.137   -7.961   -1.455   -7.320  -17.000    0.000   -7.484   31.994    3.693    1.933    3.867      NaN    1.727    2.615      NaN      NaN    0.059   -0.488
   18.000    3.368    0.358    0.367    2.572   11.073   -0.151   -8.350   -1.546   -7.761  -18.000    0.000   -7.837   33.768    3.880    2.049    4.090      NaN    1.795    2.741      NaN      NaN    0.300   -0.495
   19.000    3.578    0.358    0.368    2.714   11.755   -0.169   -8.871   -1.669   -8.211  -19.000    0.000   -8.299   36.147    4.123    2.205    4.389      NaN    1.877    2.902      NaN      NaN    0.071   -0.502
   20.000    3.736    0.358    0.368    2.820   12.515   -0.185   -9.510   -1.776   -8.653  -20.000    0.000   -8.863   38.857    4.325    2.355    4.704      NaN    1.926    3.014      NaN      NaN    0.148   -0.509
   21.000    3.953    0.358    0.369    2.969   13.038   -0.204   -9.865   -1.894   -9.148  -21.000    0.000   -9.171   40.734    4.566    2.495    4.956      NaN    2.021    3.188      NaN      NaN    0.080   -0.509
   22.000    4.140    0.358    0.369    3.089   13.678   -0.223  -10.367   -2.016   -9.602  -22.000    0.000   -9.613   43.076    4.786    2.649    5.250      NaN    2.082    3.327      NaN      NaN    0.004   -0.517
   23.000    4.333    0.358    0.370    3.217   14.125   -0.242  -10.667   -2.126  -10.105  -23.000    0.000   -9.870   44.718    4.998    2.777    5.476      NaN    2.161    3.480      NaN      NaN    0.097   -0.517
   24.000    4.484    0.358    0.370    3.313   14.776   -0.260  -11.202   -2.231  -10.553  -24.000    0.000  -10.333   47.162    5.188    2.920    5.767      NaN    2.204    3.586      NaN      NaN    0.285   -0.524
   25.000    4.661    0.358    0.370    3.420   15.587   -0.281  -11.885   -2.367  -11.001  -25.000    0.000  -10.924   50.266    5.414    3.103    6.138      NaN    2.241    3.706      NaN      NaN    0.153   -0.531
   26.000    4.892    0.358    0.371    3.570   16.008   -0.305  -12.132   -2.497  -11.525  -26.000    0.000  -11.125   51.873    5.658    3.246    6.375      NaN    2.336    3.891      NaN      NaN    0.087   -0.531
   27.000    5.069    0.358    0.371    3.677   16.755   -0.327  -12.751   -2.631  -11.975  -27.000    0.000  -11.645   54.808    5.881    3.424    6.730      NaN    2.375    4.013      NaN      NaN    0.052   -0.538
   28.000    5.253    0.358    0.372    3.787   17.214   -0.349  -13.078   -2.755  -12.437  -28.000    0.000  -11.927   56.625    6.085    3.568    6.982      NaN    2.431    4.152      NaN      NaN    0.084   -0.545
   29.000    5.426    0.358    0.372    3.885   17.982   -0.374  -13.723   -2.897  -12.937  -29.000    0.000  -12.470   59.728    6.306    3.756    7.358      NaN    2.457    4.266      NaN      NaN    0.004   -0.552
   30.000    5.618    0.358    0.373    4.008   18.450   -0.396  -14.046   -3.016  -13.411  -30.000    0.000  -12.735   61.627    6.523    3.899    7.614      NaN    2.525    4.413      NaN      NaN    0.150   -0.552
   31.000    5.855    0.358    0.373    4.150   18.985   -0.425  -14.409   -3.171  -13.956  -31.000    0.000  -13.023   63.816    6.782    4.075    7.920      NaN    2.601    4.594      NaN      NaN    0.001   -0.559
   32.000    5.992    0.358    0.373    4.217   19.691   -0.449  -15.025   -3.305  -14.407  -32.000    0.000  -13.538   66.794    6.966    4.255    8.279      NaN    2.600    4.675      NaN      NaN    0.050   -0.559
   33.000    6.162    0.358    0.374    4.310   20.261   -0.473  -15.478   -3.442  -14.858  -33.000    0.000  -13.919   69.216    7.170    4.424    8.593      NaN    2.629    4.792      NaN      NaN    0.076   -0.566
   34.000    6.404    0.358    0.374    4.460   20.736   -0.503  -15.773   -3.593  -15.413  -34.000    0.000  -14.135   71.230    7.432    4.593    8.881      NaN    2.714    4.981      NaN      NaN    0.047   -0.567
   35.000    6.531    0.358    0.374    4.514   21.473   -0.527  -16.432   -3.732  -15.864  -35.000    0.000  -14.671   74.471    7.610    4.783    9.268      NaN    2.698    5.048      NaN      NaN    0.113   -0.574
   36.000    6.697    0.358    0.375    4.604   21.958   -0.551  -16.802   -3.864  -16.314  -36.000    0.000  -14.978   76.607    7.805    4.943    9.554      NaN    2.727    5.164      NaN      NaN    0.209   -0.581
   37.000    6.873    0.358    0.375    4.680   22.785   -0.582  -17.523   -4.048  -16.779  -37.000    0.000  -15.547   80.342    8.036    5.180   10.016      NaN    2.715    5.266      NaN      NaN    0.006   -0.588
   38.000    7.108    0.358    0.376    4.834   23.009   -0.610  -17.566   -4.170  -17.328  -38.000    0.000  -15.570   81.303    8.273    5.302   10.193      NaN    2.821    5.461      NaN      NaN    0.202   -0.588
   39.000    7.223    0.358    0.376    4.873   23.742   -0.635  -18.234   -4.317  -17.776  -39.000    0.000  -16.101   84.695    8.442    5.503   10.599      NaN    2.786    5.514      NaN      NaN    0.265   -0.595
   40.000    7.469    0.358    0.376    5.000   24.361   -0.672  -18.689   -4.513  -18.350  -40.000    0.000  -16.451   87.558    8.719    5.729   10.995      NaN    2.828    5.687      NaN      NaN    0.021   -0.595
   41.000    7.698    0.358    0.377    5.131   24.847   -0.702  -19.014   -4.675  -18.817  -41.000    0.000  -16.676   89.817    8.973    5.913   11.313      NaN    2.888    5.858      NaN      NaN    0.054   -0.602
   42.000    7.806    0.358    0.377    5.159   25.542   -0.728  -19.655   -4.826  -19.262  -42.000    0.000  -17.181   93.174    9.134    6.118   11.720      NaN    2.842    5.902      NaN      NaN    0.120   -0.609
   43.000    7.991    0.358    0.377    5.249   26.102   -0.760  -20.093   -4.991  -19.824  -43.000    0.000  -17.516   95.874    9.354    6.316   12.079      NaN    2.857    6.025      NaN      NaN    0.113   -0.609
   44.000    8.146    0.358    0.377    5.321   26.621   -0.787  -20.513   -5.136  -20.268  -44.000    0.000  -17.833   98.416    9.544    6.496   12.411      NaN    2.862    6.123      NaN      NaN    0.246   -0.616
   45.000    8.401    0.358    0.378    5.467   27.013   -0.824  -20.723   -5.306  -20.857  -45.000    0.000  -17.972  100.304    9.813    6.678   12.703      NaN    2.939    6.319      NaN      NaN    0.243   -0.616
   46.000    8.554    0.358    0.378    5.521   27.720   -0.855  -21.344   -5.486  -21.299  -46.000    0.000  -18.444  103.864   10.020    6.910   13.150      NaN    2.908    6.400      NaN      NaN    0.211   -0.624
   47.000    8.811    0.358    0.378    5.654   28.205   -0.896  -21.656   -5.684  -21.895  -47.000    0.000  -18.661  106.282   10.297    7.127   13.508      NaN    2.959    6.587      NaN      NaN    0.095   -0.624
   48.000    9.041    0.358    0.379    5.761   28.859   -0.931  -22.166   -5.890  -22.360  -48.000    0.000  -19.012  109.618   10.568    7.373   13.953      NaN    2.975    6.738      NaN      NaN    0.007   -0.631
   49.000    9.188    0.358    0.379    5.813   29.487   -0.966  -22.708   -6.064  -22.893  -49.000    0.000  -19.421  112.908   10.765    7.595   14.372      NaN    2.946    6.817      NaN      NaN    0.031   -0.638
   50.000    9.306    0.358    0.379    5.838   30.027   -0.998  -23.191   -6.228  -23.376  -50.000    0.000  -19.795  115.782   10.922    7.799   14.747      NaN    2.898    6.871      NaN      NaN    0.074   -0.638
   28.958    5.414    0.358    0.372    3.877   17.972   -0.373  -13.722   -2.891  -12.914  -28.958    0.000  -12.470   59.690    6.295    3.751    7.351      NaN    2.452    4.256      NaN      NaN    0.004   -0.552
