     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
   19.000   10.549    0.328    0.353    7.824   25.482   -0.148  -17.511   -1.937   -8.021  -19.000    0.000  -15.464   90.623   13.559    2.723    8.414   13.559   10.549    9.662    4.463    8.500    0.052   -0.641
   20.000   11.105    0.328    0.354    8.226   26.802   -0.162  -18.415   -2.072   -8.450  -20.000    0.000  -16.156   96.767   14.328    2.901    8.978   14.328   11.105   10.156    4.691    8.943    0.156   -0.648
   21.000   11.629    0.328    0.356    8.601   28.088   -0.176  -19.311   -2.210   -8.896  -21.000    0.000  -16.855  102.921   15.066    3.080    9.544   15.066   11.629   10.617    4.906    9.361    0.232   -0.656
   22.000   12.271    0.328    0.357    9.060   29.259   -0.192  -20.007   -2.353   -9.360  -22.000    0.000  -17.359  108.588   15.909    3.240   10.061   15.909   12.271   11.202    5.168    9.872    0.334   -0.663
   23.000   12.855    0.328    0.359    9.473   30.818   -0.209  -21.136   -2.526   -9.824  -23.000    0.000  -18.212  116.460   16.768    3.467   10.782   16.768   12.855   11.707    5.406   10.337    0.118   -0.670
   24.000   13.505    0.328    0.360    9.930   32.188   -0.226  -22.032   -2.695  -10.292  -24.000    0.000  -18.851  123.514   17.665    3.665   11.424   17.665   13.505   12.286    5.670   10.854    0.041   -0.677
   25.000   13.993    0.328    0.361   10.278   33.456   -0.240  -22.937   -2.843  -10.694  -25.000    0.000  -19.517  130.257   18.391    3.858   12.042   18.391   13.993   12.706    5.867   11.241    0.181   -0.691
   26.000   14.807    0.328    0.363   10.849   34.793   -0.261  -23.683   -3.031  -11.230  -26.000    0.000  -20.017  137.392   19.462    4.054   12.687   19.462   14.807   13.446    6.196   11.887    0.006   -0.698
   27.000   15.131    0.328    0.364   11.079   36.390   -0.276  -25.035   -3.201  -11.606  -27.000    0.000  -21.014  146.518   20.104    4.320   13.526   20.104   15.131   13.679    6.326   12.143    0.015   -0.706
   28.000   15.780    0.328    0.365   11.538   37.617   -0.294  -25.785   -3.369  -12.074  -28.000    0.000  -21.510  153.476   21.004    4.512   14.156   21.004   15.780   14.257    6.587   12.657    0.101   -0.713
   29.000   16.345    0.328    0.367   11.933   38.882   -0.313  -26.637   -3.542  -12.540  -29.000    0.000  -22.092  160.890   21.834    4.718   14.829   21.834   16.345   14.747    6.813   13.105    0.142   -0.721
   30.000   16.992    0.328    0.368   12.383   40.352   -0.334  -27.636   -3.743  -13.009  -30.000    0.000  -22.737  169.725   22.795    4.960   15.628   22.795   16.992   15.305    7.071   13.616    0.073   -0.728
   31.000   17.725    0.328    0.370   12.901   41.625   -0.355  -28.369   -3.928  -13.481  -31.000    0.000  -23.176  177.430   23.808    5.167   16.320   23.808   17.725   15.959    7.363   14.195    0.172   -0.735
   32.000   18.563    0.328    0.372   13.481   42.985   -0.378  -29.126   -4.142  -13.978  -32.000    0.000  -23.610  185.820   24.951    5.387   17.069   24.951   18.563   16.712    7.695   14.856    0.112   -0.742
   33.000   19.535    0.328    0.374   14.157   44.264   -0.404  -29.703   -4.357  -14.548  -33.000    0.000  -23.923  193.735   26.217    5.590   17.771   26.217   19.535   17.600    8.078   15.621    0.039   -0.742
   34.000   20.166    0.328    0.375   14.605   45.329   -0.424  -30.300   -4.520  -15.020  -34.000    0.000  -24.265  200.576   27.100    5.770   18.382   27.100   20.166   18.161    8.326   16.117    0.337   -0.749
   35.000   21.266    0.328    0.378   15.353   46.927   -0.455  -31.119   -4.795  -15.625  -35.000    0.000  -24.708  210.986   28.581    6.033   19.302   28.581   21.266   19.153    8.757   16.981    0.003   -0.756
   36.000   21.396    0.328    0.378   15.433   48.326   -0.472  -32.421   -4.987  -15.964  -36.000    0.000  -25.600  221.060   29.069    6.321   20.223   29.069   21.396   19.184    8.807   17.083    0.065   -0.763
   37.000   21.992    0.328    0.379   15.854   49.398   -0.492  -33.051   -5.160  -16.433  -37.000    0.000  -25.954  228.475   29.939    6.515   20.885   29.939   21.992   19.703    9.039   17.550    0.342   -0.771
   38.000   23.037    0.328    0.382   16.553   51.018   -0.525  -33.940   -5.454  -17.014  -38.000    0.000  -26.430  239.844   31.402    6.800   21.887   31.402   23.037   20.632    9.445   18.368    0.005   -0.777
   39.000   23.142    0.328    0.382   16.626   52.105   -0.540  -34.939   -5.616  -17.367  -39.000    0.000  -27.102  248.219   31.810    7.039   22.654   31.810   23.142   20.654    9.486   18.451    0.258   -0.785
   40.000   23.979    0.328    0.384   17.184   53.623   -0.568  -35.871   -5.892  -17.870  -40.000    0.000  -27.604  259.492   33.062    7.326   23.651   33.062   23.979   21.378    9.810   19.106    0.084   -0.792
   41.000   24.828    0.328    0.386   17.758   55.024   -0.599  -36.667   -6.148  -18.459  -41.000    0.000  -28.023  270.049   34.303    7.590   24.582   34.303   24.828   22.118   10.136   19.768    0.007   -0.799
   42.000   25.373    0.328    0.387   18.160   56.031   -0.618  -37.253   -6.306  -18.928  -42.000    0.000  -28.304  277.793   35.138    7.788   25.269   35.138   25.373   22.584   10.345   20.194    0.456   -0.799
   43.000   26.715    0.328    0.390   19.055   57.495   -0.656  -37.784   -6.619  -19.577  -43.000    0.000  -28.506  288.731   36.897    8.036   26.209   36.897   26.715   23.810   10.858   21.239    0.182   -0.799
   44.000   27.411    0.328    0.392   19.524   59.011   -0.683  -38.804   -6.890  -20.047  -44.000    0.000  -29.065  301.107   38.053    8.353   27.306   38.053   27.411   24.381   11.122   21.780    0.093   -0.806
   45.000   28.587    0.328    0.394   20.324   60.518   -0.720  -39.473   -7.181  -20.702  -45.000    0.000  -29.316  313.077   39.681    8.628   28.339   39.681   28.587   25.433   11.568   22.694    0.054   -0.807
   46.000   29.269    0.328    0.396   20.792   61.749   -0.745  -40.212   -7.412  -21.172  -46.000    0.000  -29.691  323.396   40.753    8.884   29.246   40.753   29.269   26.010   11.825   23.223    0.174   -0.814
   47.000   29.942    0.328    0.397   21.254   62.987   -0.771  -40.962   -7.647  -21.639  -47.000    0.000  -30.069  333.988   41.825    9.146   30.176   41.825   29.942   26.575   12.078   23.744    0.294   -0.821
   48.000   30.603    0.328    0.399   21.707   64.226   -0.798  -41.722   -7.884  -22.102  -48.000    0.000  -30.449  344.799   42.895    9.412   31.126   42.895   30.603   27.126   12.326   24.256    0.412   -0.828
   49.000   31.644    0.328    0.401   22.381   66.007   -0.836  -42.789   -8.252  -22.613  -49.000    0.000  -30.954  360.639   44.531    9.789   32.504   44.531   31.644   28.007   12.715   25.062    0.107   -0.835
   50.000   32.697    0.328    0.403   23.085   67.438   -0.874  -43.478   -8.553  -23.235  -50.000    0.000  -31.262  373.310   46.073   10.080   33.596   46.073   32.697   28.928   13.106   25.874    0.004   -0.842
  120.539  127.201    0.328    0.599   82.823  147.016   -4.557  -59.636  -31.541  -70.001  -31.133    0.000  -37.041 1360.971  188.379   26.927  113.295  188.379  127.201  111.516   42.943   94.944    0.713   -1.014
