     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
    0.000    0.128    0.265    0.265    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   69.569    4.766   20.009   64.866   69.632   56.609   30.847   14.527   33.411   31.600    0.005    0.369
    1.000    0.575    0.265    0.266    0.586    2.442   -0.007   -1.848    0.000   -0.472   -1.000    0.610   -1.800    6.130    0.827    0.251    0.653    0.827    0.575    0.500    0.237    0.473    0.000    0.355
    2.000    1.048    0.265    0.268    1.089    4.245   -0.029   -3.127    0.001   -0.940   -2.000    1.270   -3.023   10.867    1.505    0.452    1.165    1.505    1.048    0.911    0.432    0.861    0.000    0.312
    3.000    1.361    0.265    0.269    1.512    6.636   -0.065   -5.059    0.000   -1.397   -3.000    1.987   -4.845   17.456    2.102    0.731    1.876    2.102    1.361    1.140    0.561    1.118    0.000    0.262
    4.000    1.615    0.265    0.270    1.886    8.358   -0.116   -6.355    0.003   -1.865   -4.000    2.779   -6.044   22.410    2.582    0.952    2.421    2.582    1.615    1.326    0.665    1.327    0.001    0.226
    5.000    1.630    0.265    0.270    2.119   10.618   -0.181   -8.318    0.005   -2.302   -5.000    3.626   -7.836   29.234    2.906    1.255    3.170    2.906    1.630    1.251    0.671    1.339    0.001    0.176
    6.000    1.678    0.265    0.271    2.372   12.276   -0.260   -9.644    0.006   -2.770   -6.000    4.571   -9.021   34.449    3.203    1.500    3.755    3.203    1.678    1.225    0.691    1.378    0.001    0.140
    7.000    1.489    0.265    0.271    2.478   14.318   -0.352  -11.489    0.004   -3.213   -7.000    5.355  -10.654   41.175    3.333    1.816    4.510    3.333    1.489    0.942    0.613    1.224    0.001    0.097
    8.000    1.175    0.265    0.271    2.501   16.090   -0.457  -13.132    0.009   -3.650   -8.000    6.123  -12.091   47.280    3.318    2.119    5.210    3.318    1.175    0.541    0.484    0.966    0.002    0.054
    9.000    0.796    0.265    0.271    2.472   17.666   -0.574  -14.620    0.003   -4.081   -9.000    6.865  -13.360   52.932    3.222    2.407    5.865    3.222    0.796    0.080    0.329    0.655    0.001    0.011
   10.000    0.163    0.265    0.271    2.281   19.498   -0.701  -16.516    0.000   -4.502  -10.000    7.600  -14.972   59.814    2.933    2.765    6.670    2.933    0.163   -0.653    0.067    0.134    0.000   -0.032
   11.000   -0.440    0.265    0.270    2.133   21.008   -0.839  -18.036    0.008   -4.955  -11.000    8.398  -16.252   65.703    2.642    3.095    7.381    2.642   -0.440   -1.346   -0.182   -0.362    0.002   -0.068
   12.000   -1.382    0.265    0.269    1.731   22.668   -0.984  -19.953    0.009   -5.360  -12.000    9.074  -17.842   72.514    2.054    3.484    8.209    2.054   -1.382   -2.390   -0.574   -1.138    0.002   -0.111
   13.000   -2.497    0.265    0.268    1.210   24.206   -1.135  -21.861    0.019   -5.752  -13.000    9.846  -19.408   79.142    1.294    3.887    9.038    1.294   -2.497   -3.606   -1.040   -2.059    0.004   -0.154
   14.000   -3.307    0.265    0.267    0.907   25.254   -1.298  -23.049    0.008   -6.188  -14.000   10.539  -20.351   83.777    0.751    4.196    9.643    0.751   -3.307   -4.492   -1.381   -2.729    0.002   -0.190
   15.000   -4.399    0.265    0.266    0.411   26.382   -1.464  -24.508    0.012   -6.619  -15.000   11.315  -21.509   88.984   -0.043    4.556   10.335   -0.043   -4.399   -5.668   -1.843   -3.633    0.002   -0.226
   16.000   -5.505    0.265    0.264   -0.103   27.229   -1.635  -25.696    0.015   -7.044  -16.000   12.002  -22.448   93.067   -0.898    4.876   10.912   -0.898   -5.505   -6.845   -2.315   -4.552    0.003   -0.262
   17.000   -6.697    0.265    0.263   -0.688   28.077   -1.810  -26.954    0.000   -7.462  -17.000   12.739  -23.433   97.286   -1.830    5.217   11.519   -1.830   -6.697   -8.110   -2.826   -5.544    0.000   -0.297
   18.000   -8.173    0.265    0.261   -1.466   28.833   -1.979  -28.320    0.021   -7.870  -18.000   13.456  -24.527  101.280   -3.045    5.584   12.134   -3.045   -8.173   -9.657   -3.465   -6.774    0.004   -0.333
   19.000   -9.734    0.265    0.259   -2.323   29.577   -2.151  -29.748    0.024   -8.266  -19.000   14.166  -25.663  105.359   -4.339    5.977   12.779   -4.339   -9.734  -11.293   -4.147   -8.081    0.005   -0.369
   20.000  -11.596    0.265    0.256   -3.419   30.251   -2.310  -31.361    0.040   -8.646  -20.000   14.775  -26.942  109.337   -5.934    6.405   13.450   -5.934  -11.596  -13.228   -4.970   -9.644    0.008   -0.405
   15.762   -5.184    0.265    0.265    0.060   26.911   -1.596  -25.255    0.018   -6.933  -15.762   11.911  -22.097   91.539   -0.663    4.768   10.707   -0.663   -5.184   -6.500   -2.177   -4.285    0.004   -0.254
