     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
   19.000    6.548    0.327    0.341    4.499   24.320   -0.153  -19.669   -2.061   -8.350  -19.000    0.000  -17.381   90.345    9.519    2.788    8.524    9.519    6.548    5.732    2.850    5.273    0.165   -0.640
   20.000    6.795    0.327    0.342    4.675   25.807   -0.166  -20.966   -2.204   -8.773  -20.000    0.000  -18.396   97.744   10.036    3.035    9.239   10.036    6.795    5.912    2.956    5.470    0.308   -0.654
   21.000    7.118    0.327    0.343    4.877   27.125   -0.180  -22.068   -2.371   -9.197  -21.000    0.000  -19.264  104.487   10.589    3.240    9.873   10.589    7.118    6.174    3.094    5.729    0.147   -0.666
   22.000    7.439    0.327    0.343    5.088   28.621   -0.195  -23.337   -2.545   -9.673  -22.000    0.000  -20.231  112.396   11.186    3.488   10.623   11.186    7.439    6.423    3.230    5.985    0.016   -0.677
   23.000    7.684    0.327    0.344    5.247   29.685   -0.207  -24.231   -2.681  -10.091  -23.000    0.000  -20.922  118.177   11.629    3.663   11.165   11.629    7.684    6.615    3.335    6.181    0.292   -0.688
   24.000    8.084    0.327    0.345    5.505   31.116   -0.225  -25.387   -2.870  -10.579  -24.000    0.000  -21.733  126.128   12.296    3.897   11.905   12.296    8.084    6.943    3.505    6.500    0.179   -0.696
   25.000    8.305    0.327    0.345    5.644   32.454   -0.240  -26.571   -3.042  -10.984  -25.000    0.000  -22.639  133.866   12.796    4.146   12.644   12.796    8.305    7.094    3.598    6.677    0.135   -0.709
   26.000    8.701    0.327    0.346    5.890   33.610   -0.258  -27.462   -3.223  -11.472  -26.000    0.000  -23.249  140.624   13.407    4.329   13.258   13.407    8.701    7.428    3.766    6.993    0.173   -0.717
   27.000    9.129    0.327    0.347    6.147   34.789   -0.278  -28.365   -3.424  -11.962  -27.000    0.000  -23.853  147.683   14.059    4.518   13.897   14.059    9.129    7.791    3.947    7.333    0.090   -0.724
   28.000    9.316    0.327    0.347    6.274   36.063   -0.292  -29.497   -3.588  -12.354  -28.000    0.000  -24.662  155.642   14.536    4.776   14.659   14.536    9.316    7.906    4.026    7.482    0.294   -0.737
   29.000    9.695    0.327    0.348    6.503   37.168   -0.311  -30.354   -3.779  -12.843  -29.000    0.000  -25.235  162.606   15.139    4.963   15.290   15.139    9.695    8.221    4.185    7.785    0.327   -0.745
   30.000   10.115    0.327    0.349    6.759   38.391   -0.331  -31.301   -3.990  -13.332  -30.000    0.000  -25.847  170.494   15.813    5.175   16.005   15.813   10.115    8.569    4.362    8.119    0.283   -0.752
   31.000   10.371    0.327    0.349    6.903   39.797   -0.349  -32.546   -4.220  -13.716  -31.000    0.000  -26.697  179.963   16.411    5.472   16.903   16.411   10.371    8.740    4.470    8.322    0.085   -0.764
   32.000   10.787    0.327    0.350    7.156   41.132   -0.370  -33.607   -4.451  -14.203  -32.000    0.000  -27.358  189.083   17.129    5.725   17.737   17.129   10.787    9.073    4.643    8.652    0.016   -0.771
   33.000   11.025    0.327    0.351    7.310   42.117   -0.386  -34.421   -4.613  -14.681  -33.000    0.000  -27.898  195.999   17.603    5.925   18.377   17.603   11.025    9.247    4.743    8.842    0.313   -0.780
   34.000   11.492    0.327    0.352    7.573   43.375   -0.409  -35.392   -4.873  -15.168  -34.000    0.000  -28.510  204.949   18.355    6.156   19.179   18.355   11.492    9.632    4.938    9.212    0.052   -0.786
   35.000   11.894    0.327    0.352    7.823   44.338   -0.429  -36.086   -5.063  -15.654  -35.000    0.000  -28.903  211.889   18.970    6.325   19.791   18.970   11.894    9.970    5.105    9.531    0.322   -0.793
   36.000   12.547    0.327    0.354    8.194   45.617   -0.457  -36.966   -5.363  -16.208  -36.000    0.000  -29.369  221.249   19.902    6.535   20.601   19.902   12.547   10.537    5.377   10.049    0.048   -0.797
   37.000   13.092    0.327    0.355    8.514   46.648   -0.483  -37.651   -5.601  -16.771  -37.000    0.000  -29.751  228.913   20.664    6.696   21.254   20.664   13.092   11.010    5.603   10.480    0.070   -0.800
   38.000   13.472    0.327    0.355    8.747   47.663   -0.504  -38.412   -5.807  -17.261  -38.000    0.000  -30.183  236.723   21.292    6.892   21.949   21.292   13.472   11.319    5.760   10.781    0.293   -0.807
   39.000   14.219    0.327    0.357    9.169   48.645   -0.535  -38.941   -6.092  -17.905  -39.000    0.000  -30.428  244.124   22.218    7.003   22.537   22.218   14.219   11.996    6.068   11.372    0.160   -0.808
   40.000   14.682    0.327    0.358    9.430   49.967   -0.562  -39.974   -6.380  -18.399  -40.000    0.000  -31.021  254.756   23.028    7.278   23.491   23.028   14.682   12.361    6.258   11.737    0.008   -0.814
   41.000   15.206    0.327    0.359    9.722   50.900   -0.587  -40.590   -6.635  -18.901  -41.000    0.000  -31.336  262.239   23.767    7.430   24.123   23.767   15.206   12.817    6.473   12.151    0.064   -0.820
   42.000   15.663    0.327    0.359    9.985   51.924   -0.612  -41.327   -6.880  -19.392  -42.000    0.000  -31.741  270.688   24.480    7.624   24.857   24.480   15.663   13.195    6.660   12.510    0.146   -0.827
   43.000   16.110    0.327    0.360   10.237   52.940   -0.637  -42.066   -7.135  -19.880  -43.000    0.000  -32.144  279.238   25.192    7.821   25.602   25.192   16.110   13.564    6.842   12.863    0.199   -0.834
   44.000   16.812    0.327    0.362   10.634   53.872   -0.669  -42.568   -7.412  -20.538  -44.000    0.000  -32.376  286.921   26.080    7.934   26.211   26.080   16.812   14.192    7.128   13.415    0.198   -0.835
   45.000   17.443    0.327    0.363   10.961   54.932   -0.700  -43.270   -7.742  -21.041  -45.000    0.000  -32.726  296.020   26.970    8.112   26.973   26.970   17.443   14.739    7.384   13.912    0.023   -0.841
   46.000   18.156    0.327    0.364   11.362   55.897   -0.734  -43.802   -8.032  -21.710  -46.000    0.000  -32.968  304.263   27.888    8.237   27.630   27.888   18.156   15.373    7.672   14.471    0.015   -0.842
   47.000   18.585    0.327    0.365   11.610   56.673   -0.757  -44.306   -8.248  -22.200  -47.000    0.000  -33.218  311.110   28.511    8.370   28.203   28.511   18.585   15.738    7.846   14.808    0.293   -0.849
   48.000   19.003    0.327    0.365   11.838   57.741   -0.783  -45.120   -8.529  -22.688  -48.000    0.000  -33.659  320.913   29.241    8.603   29.063   29.241   19.003   16.067    8.014   15.136    0.310   -0.856
   49.000   19.820    0.327    0.367   12.255   58.868   -0.821  -45.793   -8.919  -23.275  -49.000    0.000  -33.964  331.089   30.325    8.767   29.883   30.325   19.820   16.788    8.342   15.775    0.010   -0.860
   50.000   20.348    0.327    0.368   12.556   59.735   -0.850  -46.328   -9.171  -23.872  -50.000    0.000  -34.220  339.086   31.072    8.910   30.540   31.072   20.348   17.241    8.553   16.189    0.184   -0.863
   31.236   10.547    0.327    0.350    7.009   40.097   -0.355  -32.733   -4.284  -13.858  -31.236    0.000  -26.788  181.938   16.642    5.513   17.071   16.642   10.547    8.898    4.543    8.462    0.044   -0.764
