     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
    0.000    0.180    0.327    0.327    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   74.911    4.317   24.948   61.580   65.897   74.796   40.512   20.250   36.355   39.044      NaN   -2.226
    1.000   -2.075    0.327    0.324   -0.729    0.577   -0.002   -1.304    0.854    0.172   -1.000    1.000   -1.273    1.591   -1.790    0.291    0.376   -1.790   -2.075   -2.088   -0.925   -1.684    0.030   -0.455
    2.000   -4.137    0.327    0.322   -1.473    1.249   -0.009   -2.713    1.694    0.318   -2.000    2.000   -2.650    3.488   -3.562    0.600    0.789   -3.562   -4.137   -4.166   -1.855   -3.365    0.093   -0.470
    3.000   -6.190    0.327    0.320   -2.229    2.223   -0.020   -4.432    2.514    0.431   -3.000    3.000   -4.320    6.316   -5.291    0.958    1.309   -5.291   -6.190   -6.244   -2.792   -5.045    0.032   -0.486
    4.000   -8.214    0.327    0.317   -3.012    2.802   -0.035   -5.780    3.317    0.523   -4.000    4.000   -5.644    8.058   -7.052    1.266    1.711   -7.052   -8.214   -8.285   -3.726   -6.707    0.008   -0.504
    5.000  -10.250    0.327    0.314   -3.820    3.751   -0.054   -7.517    4.101    0.590   -5.000    5.000   -7.320   10.973   -8.778    1.641    2.252   -8.778  -10.250  -10.350   -4.679   -8.388    0.035   -0.520
    6.000  -12.270    0.327    0.312   -4.657    4.438   -0.076   -9.018    4.869    0.647   -6.000    6.000   -8.765   13.167  -10.527    1.987    2.719  -10.527  -12.270  -12.393   -5.636  -10.062    0.152   -0.540
    7.000  -14.317    0.327    0.309   -5.537    5.411   -0.102  -10.845    5.614    0.689   -7.000    7.000  -10.517   16.349  -12.266    2.393    3.308  -12.266  -14.317  -14.472   -6.617  -11.765    0.199   -0.561
    8.000  -16.275    0.327    0.306   -6.395    6.298   -0.133  -12.560    6.322    0.669   -8.000    8.000  -12.139   19.355  -13.941    2.788    3.874  -13.941  -16.275  -16.463   -7.569  -13.403    0.010   -0.576
    9.000  -18.314    0.327    0.303   -7.338    7.185   -0.165  -14.358    7.028    0.672   -9.000    9.000  -13.821   22.473  -15.689    3.213    4.475  -15.689  -18.314  -18.536   -8.573  -15.115    0.200   -0.598
   10.000  -20.332    0.327    0.300   -8.316    8.057   -0.201  -16.172    7.692    0.660  -10.000   10.000  -15.544   25.651  -17.425    3.649    5.090  -17.425  -20.332  -20.590   -9.581  -16.818    0.078   -0.619
   11.000  -22.373    0.327    0.296   -9.349    8.900   -0.240  -18.009    8.337    0.671  -11.000   11.000  -17.261   28.836  -19.188    4.103    5.723  -19.188  -22.373  -22.668  -10.615  -18.548    0.075   -0.643
   12.000  -24.508    0.327    0.293  -10.487    9.793   -0.277  -20.003    8.975    0.675  -12.000   12.000  -19.145   32.340  -21.033    4.603    6.420  -21.033  -24.508  -24.844  -11.713  -20.368    0.183   -0.667
   13.000  -26.524    0.327    0.289  -11.574   10.485   -0.317  -21.741    9.581    0.636  -13.000   13.000  -20.723   35.183  -22.801    5.067    7.040  -22.801  -26.524  -26.896  -12.765  -22.095    0.348   -0.689
   14.000  -28.544    0.327    0.285  -12.731   11.369   -0.364  -23.736   10.111    0.637  -14.000   14.000  -22.547   38.888  -24.546    5.595    7.776  -24.546  -28.544  -28.961  -13.836  -23.835    0.063   -0.713
   15.000  -30.696    0.327    0.281  -14.021   11.622   -0.406  -25.238   10.708    0.639  -15.000   15.000  -24.072   40.197  -26.518    6.029    8.267  -26.518  -30.696  -31.138  -14.996  -25.699    0.224   -0.737
   16.000  -32.706    0.327    0.277  -15.253   11.454   -0.451  -26.256   11.281    0.588  -16.000   16.000  -25.342   39.797  -28.438    6.342    8.534  -28.438  -32.706  -33.158  -16.097  -27.449    0.004   -0.759
   17.000  -35.296    0.327    0.271  -16.985    9.552   -0.463  -26.074   12.140    0.798  -17.000   17.000  -26.227   32.618  -31.182    6.359    8.079  -31.182  -35.296  -35.702  -17.544  -29.720    0.421   -0.794
   18.000  -37.282    0.327    0.267  -18.242    7.589   -0.495  -25.336   12.909    0.770  -18.000   18.000  -26.644   25.370  -33.378    6.225    7.479  -33.378  -37.282  -37.640  -18.674  -31.472    0.380   -0.815
   19.000  -40.892    0.327    0.258  -20.984    2.273   -0.452  -22.805   14.276    1.729  -19.000   19.000  -27.336    7.143  -37.545    5.662    5.759  -37.545  -40.892  -41.114  -20.783  -34.685    0.232   -0.877
   20.000  -45.106    0.327    0.248  -24.247  -10.224   -0.340  -13.683   16.544    3.362  -19.547   20.000  -24.106  -27.280  -42.931    3.962    1.916  -42.931  -45.106  -45.047  -23.337  -38.484    0.866   -0.954
    0.000    0.000    0.327    0.327    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.008   -0.441
