     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
    0.000    0.180    0.327    0.327    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   74.911    4.317   24.948   61.580   65.897   74.796   40.512   20.250   36.355   39.044    0.005   -0.194
    1.000   -0.248    0.327    0.327    0.099    1.889   -0.008   -1.781    0.200   -0.329   -1.000    0.766   -1.721    5.278   -0.000    0.248    0.578   -0.000   -0.248   -0.295   -0.110   -0.201    0.000    0.329
    2.000   -0.509    0.327    0.327    0.186    3.797   -0.033   -3.578    0.374   -0.674   -2.000    1.549   -3.436   10.887   -0.003    0.509    1.189   -0.003   -0.509   -0.606   -0.226   -0.413    0.003    0.295
    3.000   -0.731    0.327    0.328    0.270    5.412   -0.074   -5.069    0.507   -1.039   -3.000    2.322   -4.832   15.860   -0.003    0.733    1.724   -0.003   -0.731   -0.873   -0.325   -0.593    0.003    0.270
    4.000   -1.015    0.327    0.328    0.334    7.356   -0.131   -6.891    0.630   -1.407   -4.000    3.136   -6.528   22.132   -0.007    1.018    2.401   -0.007   -1.015   -1.214   -0.451   -0.823    0.007    0.235
    5.000   -1.302    0.327    0.328    0.390    9.321   -0.203   -8.728    0.723   -1.787   -5.000    3.991   -8.211   28.806   -0.002    1.317    3.118   -0.002   -1.302   -1.562   -0.579   -1.056    0.002    0.201
    6.000   -1.579    0.327    0.328    0.442   11.125   -0.291  -10.392    0.790   -2.196   -6.000    4.832   -9.715   35.240   -0.005    1.600    3.803   -0.005   -1.579   -1.899   -0.703   -1.281    0.005    0.171
    7.000   -1.900    0.327    0.328    0.467   13.021   -0.395  -12.160    0.836   -2.599   -7.000    5.565  -11.289   42.339   -0.023    1.914    4.562   -0.023   -1.900   -2.287   -0.846   -1.542    0.023    0.137
    8.000   -2.169    0.327    0.328    0.509   14.734   -0.513  -13.711    0.847   -3.040   -8.000    6.269  -12.635   49.049   -0.015    2.202    5.271   -0.015   -2.169   -2.620   -0.967   -1.761    0.015    0.108
    9.000   -2.488    0.327    0.329    0.524   16.588   -0.646  -15.417    0.837   -3.468   -9.000    6.947  -14.102   56.656   -0.020    2.531    6.077   -0.020   -2.488   -3.010   -1.110   -2.020    0.020    0.076
   10.000   -2.835    0.327    0.329    0.526   18.607   -0.792  -17.290    0.800   -3.936  -10.000    7.625  -15.681   65.364   -0.008    2.909    7.001   -0.008   -2.835   -3.439   -1.266   -2.303    0.008    0.044
   11.000   -3.166    0.327    0.328    0.520   20.265   -0.952  -18.793    0.743   -4.385  -11.000    8.214  -16.917   72.850   -0.037    3.231    7.792   -0.037   -3.166   -3.842   -1.416   -2.573    0.037    0.013
   12.000   -3.486    0.327    0.328    0.516   22.121   -1.126  -20.478    0.642   -4.880  -12.000    8.840  -18.284   81.600   -0.009    3.602    8.712   -0.009   -3.486   -4.246   -1.560   -2.834    0.009   -0.017
   13.000   -3.812    0.327    0.328    0.515   23.806   -1.312  -21.979    0.537   -5.393  -13.000    9.401  -19.468   89.900   -0.011    3.952    9.583   -0.011   -3.812   -4.652   -1.707   -3.100    0.011   -0.046
   14.000   -4.176    0.327    0.328    0.494   25.636   -1.508  -23.634    0.406   -5.894  -14.000    9.917  -20.763   99.316   -0.006    4.351   10.573   -0.006   -4.176   -5.106   -1.872   -3.397    0.006   -0.077
   15.000   -4.656    0.327    0.328    0.393   27.624   -1.711  -25.520    0.248   -6.407  -15.000   10.489  -22.207  110.074   -0.051    4.830   11.724   -0.051   -4.656   -5.688   -2.090   -3.789    0.051   -0.109
   16.000   -4.985    0.327    0.328    0.387   29.182   -1.930  -26.865    0.078   -6.958  -16.000   10.943  -23.197  118.819   -0.053    5.191   12.635   -0.053   -4.985   -6.103   -2.240   -4.058    0.053   -0.137
   17.000   -5.484    0.327    0.328    0.251   31.275   -2.153  -28.871   -0.163   -7.462  -17.000   11.364  -24.667  131.183   -0.055    5.743   13.961   -0.055   -5.484   -6.718   -2.468   -4.466    0.055   -0.169
   18.000   -5.789    0.327    0.328    0.262   32.803   -2.391  -30.150   -0.381   -8.064  -18.000   11.768  -25.550  140.509   -0.021    6.122   14.926   -0.021   -5.789   -7.115   -2.608   -4.716    0.021   -0.196
   19.000   -6.187    0.327    0.327    0.194   34.459   -2.634  -31.631   -0.644   -8.650  -19.000   12.149  -26.557  151.062   -0.019    6.575   16.041   -0.019   -6.187   -7.614   -2.790   -5.042    0.019   -0.224
   20.000   -6.581    0.327    0.327    0.167   35.948   -2.883  -32.898   -0.875   -9.281  -20.000   12.537  -27.401  160.855   -0.055    6.986   17.066   -0.055   -6.581   -8.104   -2.971   -5.366    0.055   -0.251
   21.000   -6.972    0.327    0.327    0.085   37.587   -3.136  -34.366   -1.206   -9.898  -21.000   12.858  -28.356  172.072   -0.027    7.466   18.250   -0.027   -6.972   -8.603   -3.152   -5.687    0.027   -0.277
   22.000   -7.386    0.327    0.327    0.001   39.181   -3.397  -35.783   -1.541  -10.518  -22.000   13.020  -29.261  183.387   -0.020    7.953   19.446   -0.020   -7.386   -9.125   -3.343   -6.026    0.020   -0.303
   23.000   -7.817    0.327    0.327   -0.069   40.694   -3.671  -37.092   -1.864  -11.154  -23.000   13.339  -30.070  194.483   -0.045    8.430   20.619   -0.045   -7.817   -9.664   -3.542   -6.381    0.045   -0.330
10000.00027753.952    0.327      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN  -35.49657810.340      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN   -2.226
