     atau     wage     TFP0     TFP1     DTFP       DM     DPhi       DF     Etau    Etau0    Etaul    Etauh     Expz        M       aY       aN       aL       aK       YN       aC     mTFP     nTFP    check     zphi
    0.000    0.171    0.329    0.329    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000   74.800    4.685   26.551   67.678   72.363   79.069   39.231   19.453   35.932   38.109    0.006    0.025
    1.000    0.471    0.329    0.330    0.459    2.066   -0.008   -1.599    0.000   -0.453   -1.000    0.458   -1.542    5.604    0.646    0.174    0.526    0.646    0.471    0.413    0.205    0.383    0.000    0.613
    2.000    0.836    0.329    0.332    0.851    3.957   -0.033   -3.073    0.000   -0.902   -2.000    0.951   -2.948   10.982    1.184    0.346    1.035    1.184    0.836    0.720    0.363    0.679    0.000    0.563
    3.000    1.071    0.329    0.333    1.167    5.933   -0.074   -4.692    0.001   -1.345   -3.000    1.492   -4.468   16.877    1.613    0.535    1.593    1.613    1.071    0.892    0.465    0.871    0.000    0.513
    4.000    1.230    0.329    0.334    1.438    7.753   -0.132   -6.183    0.000   -1.797   -4.000    2.079   -5.851   22.563    1.963    0.725    2.138    1.963    1.230    0.987    0.534    0.999    0.000    0.469
    5.000    1.227    0.329    0.334    1.608    9.638   -0.206   -7.824    0.002   -2.235   -5.000    2.703   -7.352   28.738    2.170    0.932    2.732    2.170    1.227    0.915    0.532    0.997    0.000    0.419
    6.000    1.140    0.329    0.334    1.725   11.358   -0.295   -9.338    0.001   -2.667   -6.000    3.389   -8.720   34.633    2.290    1.137    3.306    2.290    1.140    0.759    0.495    0.926    0.000    0.370
    7.000    0.863    0.329    0.334    1.727   13.329   -0.400  -11.203    0.002   -3.094   -7.000    4.160  -10.383   41.730    2.260    1.384    3.996    2.260    0.863    0.402    0.375    0.702    0.000    0.319
    8.000    0.492    0.329    0.334    1.672   15.113   -0.519  -12.921    0.006   -3.522   -8.000    4.980  -11.893   48.471    2.130    1.630    4.662    2.130    0.492   -0.048    0.214    0.400    0.002    0.269
    9.000    0.035    0.329    0.334    1.561   16.835   -0.652  -14.622    0.001   -3.961   -9.000    5.902  -13.365   55.293    1.921    1.885    5.343    1.921    0.035   -0.586    0.015    0.029    0.000    0.226
   10.000   -0.611    0.329    0.333    1.334   18.521   -0.797  -16.390    0.011   -4.372  -10.000    6.638  -14.884   62.302    1.535    2.159    6.052    1.535   -0.611   -1.316   -0.266   -0.497    0.003    0.176
   11.000   -1.325    0.329    0.332    1.064   20.304   -0.953  -18.287    0.005   -4.813  -11.000    7.307  -16.481   70.065    1.108    2.466    6.842    1.108   -1.325   -2.123   -0.579   -1.079    0.001    0.132
   12.000   -2.116    0.329    0.331    0.738   21.708   -1.120  -19.849    0.003   -5.222  -12.000    7.954  -17.781   76.477    0.565    2.739    7.513    0.565   -2.116   -2.994   -0.927   -1.725    0.001    0.083
   13.000   -3.119    0.329    0.330    0.268   23.244   -1.294  -21.682    0.003   -5.646  -13.000    8.673  -19.290   83.826   -0.157    3.058    8.287   -0.157   -3.119   -4.087   -1.370   -2.545    0.001    0.040
   14.000   -4.266    0.329    0.328   -0.297   24.701   -1.472  -23.526    0.007   -6.039  -14.000    9.278  -20.790   91.140   -1.018    3.392    9.073   -1.018   -4.266   -5.324   -1.880   -3.484    0.002   -0.010
   15.000   -5.571    0.329    0.326   -0.970   26.059   -1.654  -25.375    0.024   -6.449  -15.000   10.016  -22.280   98.310   -2.039    3.741    9.864   -2.039   -5.571   -6.720   -2.465   -4.556    0.006   -0.054
   16.000   -6.476    0.329    0.324   -1.342   27.151   -1.851  -26.643    0.002   -6.927  -16.000   10.707  -23.273  104.170   -2.693    4.045   10.527   -2.693   -6.476   -7.704   -2.873   -5.300    0.001   -0.090
   17.000   -8.187    0.329    0.321   -2.330   28.488   -2.028  -28.790    0.010   -7.276  -17.000   11.409  -24.973  111.930   -4.095    4.457   11.415   -4.095   -8.187   -9.512   -3.650   -6.712    0.002   -0.140
   18.000   -9.692    0.329    0.318   -3.154   29.554   -2.213  -30.495    0.010   -7.678  -18.000   12.003  -26.292  118.368   -5.328    4.832   12.183   -5.328   -9.692  -11.102   -4.341   -7.958    0.003   -0.183
   19.000  -11.117    0.329    0.316   -3.920   30.388   -2.400  -31.907    0.003   -8.088  -19.000   12.710  -27.365  123.633   -6.518    5.175   12.844   -6.518  -11.117  -12.599   -5.001   -9.141    0.001   -0.225
   20.000  -12.707    0.329    0.313   -4.808   31.141   -2.580  -33.368    0.010   -8.529  -20.000   13.341  -28.475  128.654   -7.878    5.532   13.504   -7.878  -12.707  -14.260   -5.745  -10.466    0.002   -0.262
   13.526   -3.615    0.329    0.329    0.060   23.912   -1.388  -22.464    0.013   -5.881  -13.526    9.018  -19.927   87.119   -0.519    3.213    8.645   -0.519   -3.615   -4.626   -1.590   -2.951    0.004    0.018


Frist elasticity = 3.0
